year,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,No_products
11/02/15,Quarter2,finishing,Wednesday,8,0.35,4.15,,1440,0,0,0,0,12,0.994375,1380.144578
11/02/15,Quarter2,finishing,Wednesday,2,0.8,3.94,,2160,0,0,0,0,18,0.912037037,2000
11/02/15,Quarter2,finishing,Wednesday,5,0.7,4.15,,240,0,0,0,0,2,0.87,201.253012
11/02/15,Quarter2,sweing,Wednesday,10,0.8,22.52,598,0,75,0,0,0,56,0.850364583,761.2499997
11/02/15,Quarter2,sweing,Wednesday,6,0.8,18.79,656,3480,38,0,0,0,34,0.800947475,670.0848487
11/02/15,Quarter2,sweing,Wednesday,12,0.8,15.26,854,4080,50,0,0,0,34,0.800401961,856.0000002
11/02/15,Quarter2,sweing,Wednesday,9,0.8,29.12,609,3240,50,0,0,0,58,0.800144144,662.7567566
11/02/15,Quarter2,sweing,Wednesday,5,0.75,30.1,788,7380,56,0,0,0,59.5,0.750406233,717.9966615
11/02/15,Quarter2,sweing,Wednesday,8,0.6,30.1,1069,4560,30,0,0,1,58,0.714410494,603.8074076
11/02/15,Quarter2,sweing,Wednesday,4,0.7,30.1,667,5940,40,0,0,1,59.5,0.700588406,636.8139132
11/02/15,Quarter2,finishing,Wednesday,1,0.8,3.94,,1440,0,0,0,0,12,0.618361111,903.9999998
11/02/15,Quarter2,sweing,Wednesday,7,0.6,30.1,829,3360,23,0,0,1,58,0.600070513,483.246154
11/02/15,Quarter2,finishing,Wednesday,9,0.8,3.94,,960,0,0,0,0,8,0.54175,528
11/02/15,Quarter2,sweing,Wednesday,3,0.8,22.52,11,6840,0,0,0,1,57,0.536901754,652.2927171
11/02/15,Quarter2,sweing,Wednesday,11,0.35,11.41,434,3240,0,0,0,1,52,0.507903226,977.5245261
12/02/15,Quarter2,sweing,Thursday,1,0.8,22.52,1397,0,138,0,0,0,57,1.100483918,1002.75
12/02/15,Quarter2,finishing,Thursday,4,0.7,4.15,,1800,0,0,0,0,15,1.096633333,1902.592771
12/02/15,Quarter2,sweing,Thursday,2,0.8,22.52,1327,0,113,0,0,0,57.5,1.000344928,919.5000004
12/02/15,Quarter2,finishing,Thursday,12,0.8,4.08,,1080,0,0,0,0,9,0.838666667,888.0000004
12/02/15,Quarter2,sweing,Thursday,12,0.8,15.26,894,4080,50,0,0,0,34,0.800401961,856.0000002
12/02/15,Quarter2,finishing,Thursday,8,0.35,4.15,,1440,0,0,0,0,12,0.755486111,1048.578313
12/02/15,Quarter2,sweing,Thursday,5,0.75,30.1,610,7080,56,0,0,0,59,0.750799435,706.4
12/02/15,Quarter2,sweing,Thursday,6,0.8,18.79,779,3960,0,0,0,0,33,0.688017677,580.0000002
12/02/15,Quarter2,finishing,Thursday,1,0.8,3.94,,1440,0,0,0,0,12,0.664875,972
12/02/15,Quarter2,finishing,Thursday,9,0.8,3.94,,960,0,0,0,0,8,0.656666667,640.0000003
12/02/15,Quarter2,sweing,Thursday,4,0.7,30.1,419,7080,0,0,0,1,59,0.637711864,599.9999996
12/02/15,Quarter2,finishing,Thursday,2,0.8,3.94,,2160,0,0,0,0,18,0.601944444,1319.999999
12/02/15,Quarter2,finishing,Thursday,5,0.7,4.15,,240,0,0,0,0,2,0.58,134.1686747
12/02/15,Quarter2,sweing,Thursday,7,0.65,30.1,909,7080,0,0,0,1,59,0.535677966,503.9999999
12/02/15,Quarter2,sweing,Thursday,11,0.5,11.41,1039,2280,0,0,0,2,55,0.50012336,967.8110244
12/02/15,Quarter2,sweing,Thursday,9,0.8,29.12,14,6960,0,0,0,0,58,0.497885057,475.9999995
12/02/15,Quarter2,sweing,Thursday,8,0.65,30.1,1193,7080,0,0,0,1,59,0.463403955,436.0000002
12/02/15,Quarter2,sweing,Thursday,10,0.8,22.52,10,6000,0,0,0,0,50,0.441392,470.4
12/02/15,Quarter2,sweing,Thursday,3,0.35,30.1,770,6960,0,0,0,1,58,0.350301724,323.9999999
14/02/15,Quarter2,sweing,Saturday,1,0.8,22.52,1416,6840,113,0,0,0,57,1.000230409,1215.2
14/02/15,Quarter2,finishing,Saturday,7,0.7,4.15,,1800,0,0,0,0,15,0.929277778,1612.240964
14/02/15,Quarter2,finishing,Saturday,4,0.75,4.15,,2400,0,0,0,0,20,0.902916667,2088.6747
14/02/15,Quarter2,finishing,Saturday,12,0.8,4.08,,1080,0,0,0,0,9,0.800888889,848.0000001
14/02/15,Quarter2,sweing,Saturday,12,0.8,15.26,942,4080,63,0,0,0,34,0.800401961,856.0000002
14/02/15,Quarter2,sweing,Saturday,2,0.8,22.52,674,3660,63,0,0,0,57,0.80037492,859.3723608
14/02/15,Quarter2,finishing,Saturday,1,0.8,3.94,,1440,0,0,0,0,12,0.796208333,1164
14/02/15,Quarter2,sweing,Saturday,4,0.75,30.1,481,7140,0,0,0,1,59,0.750392157,707.5126052
14/02/15,Quarter2,sweing,Saturday,5,0.75,30.1,664,7140,56,0,0,0,59,0.750392157,707.5126052
14/02/15,Quarter2,finishing,Saturday,8,0.7,4.15,,960,0,0,0,0,8,0.725625,671.4216867
14/02/15,Quarter2,sweing,Saturday,8,0.7,30.1,824,5160,0,0,0,1,60,0.700206125,622.5088341
14/02/15,Quarter2,sweing,Saturday,7,0.7,30.1,957,7200,0,0,0,1,60,0.602,576
14/02/15,Quarter2,sweing,Saturday,11,0.6,11.41,1039,2280,23,0,0,2,55,0.600447507,1161.952757
14/02/15,Quarter2,sweing,Saturday,6,0.8,18.79,822,4080,0,0,0,0,34,0.557252451,484
14/02/15,Quarter2,sweing,Saturday,3,0.5,30.1,1261,6960,30,0,0,1,58,0.500801724,463.1999999
14/02/15,Quarter2,finishing,Saturday,6,0.8,2.9,,960,0,0,0,0,8,0.483333333,639.9999996
14/02/15,Quarter2,finishing,Saturday,9,0.8,3.94,,960,0,0,0,0,8,0.238041667,232.0000003
15/02/15,Quarter3,finishing,Sunday,1,0.8,3.94,,960,0,0,0,0,8,1.1204375,1092
15/02/15,Quarter3,finishing,Sunday,2,0.8,3.94,,960,0,0,0,0,8,1.108125,1080
15/02/15,Quarter3,sweing,Sunday,1,0.8,22.52,1420,6840,113,0,0,0,57,1.000230409,1215.2
15/02/15,Quarter3,finishing,Sunday,12,0.8,4.08,,1080,0,0,0,0,9,0.876444444,927.9999995
15/02/15,Quarter3,sweing,Sunday,12,0.8,15.26,1120,1440,50,0,0,0,34,0.800806306,717.8918916
15/02/15,Quarter3,finishing,Sunday,5,0.75,4.15,,240,0,0,0,0,2,0.760833333,175.9999999
15/02/15,Quarter3,sweing,Sunday,5,0.8,30.1,679,7140,0,0,0,0,59.5,0.722568627,685.5999996
15/02/15,Quarter3,finishing,Sunday,11,0.6,2.9,,1200,0,0,0,0,10,0.715333333,1183.999999
15/02/15,Quarter3,sweing,Sunday,7,0.7,30.1,881,7080,0,0,0,1,59,0.700632768,659.1999997
15/02/15,Quarter3,sweing,Sunday,8,0.7,30.1,507,5880,40,2,10,1,59,0.700573099,631.2140347
15/02/15,Quarter3,sweing,Sunday,6,0.75,18.79,814,4080,0,0,0,0,34,0.681598039,591.9999998
15/02/15,Quarter3,sweing,Sunday,11,0.65,11.41,700,2640,23,0,0,2,53,0.650223718,1237.761539
15/02/15,Quarter3,finishing,Sunday,8,0.7,4.15,,960,0,0,0,0,8,0.605208333,559.9999997
15/02/15,Quarter3,finishing,Sunday,6,0.8,2.9,,960,0,0,0,0,8,0.604166667,800.0000004
15/02/15,Quarter3,sweing,Sunday,4,0.75,30.1,919,7140,0,0,0,1,59.5,0.598627451,568
15/02/15,Quarter3,sweing,Sunday,3,0.6,30.1,1361,6960,30,0,0,1,58,0.475718391,440.0000002
15/02/15,Quarter3,sweing,Sunday,2,0.8,22.52,12,6900,0,0,0,0,57.5,0.432122899,529.6000006
15/02/15,Quarter3,finishing,Sunday,4,0.75,4.15,,2400,0,0,0,0,20,0.287041667,664.0000008
15/02/15,Quarter3,sweing,Sunday,9,0.5,18.79,1688,5280,0,0,0,1,54,0.283054487,372.3846151
16/02/15,Quarter3,sweing,Monday,1,0.8,22.52,1422,6840,113,0,0,0,57,1.000230409,1215.2
16/02/15,Quarter3,finishing,Monday,9,0.8,3.94,,1200,0,0,0,0,10,0.960433333,1170.071066
16/02/15,Quarter3,finishing,Monday,12,0.8,4.08,,1080,0,0,0,0,9,0.891555556,944.0000005
16/02/15,Quarter3,finishing,Monday,3,0.5,4.15,,960,0,0,0,0,8,0.864583333,799.9999997
16/02/15,Quarter3,sweing,Monday,3,0.65,30.1,1263,600,63,0,0,1,58,0.802243319,572.4978901
16/02/15,Quarter3,sweing,Monday,5,0.8,30.1,461,0,0,0,0,0,59,0.800980392,565.2100839
16/02/15,Quarter3,sweing,Monday,12,0.8,15.26,1079,3720,38,0,0,0,34,0.800312375,837.0239518
16/02/15,Quarter3,finishing,Monday,6,0.8,2.9,,960,0,0,0,0,8,0.773333333,1024
16/02/15,Quarter3,sweing,Monday,6,0.75,18.79,895,3960,0,0,0,0,33,0.75065101,632.7999999
16/02/15,Quarter3,sweing,Monday,4,0.75,30.1,912,7020,0,0,0,1,58,0.750356125,695.5128202
16/02/15,Quarter3,finishing,Monday,4,0.75,4.15,,1800,0,0,0,0,15,0.722333333,1253.204819
16/02/15,Quarter3,sweing,Monday,7,0.7,30.1,784,600,30,0,0,1,59,0.700459889,508.2406636
16/02/15,Quarter3,finishing,Monday,5,0.75,4.15,,1200,0,0,0,0,10,0.629416667,728.0000004
16/02/15,Quarter3,sweing,Monday,8,0.7,30.1,7,7080,27,2,10,2,59,0.621971751,585.1906973
16/02/15,Quarter3,sweing,Monday,11,0.7,11.41,680,2160,30,0,0,2,54,0.565972222,1071.428571
16/02/15,Quarter3,sweing,Monday,10,0.6,18.22,1131,5280,0,0,0,1,44,0.35542803,411.9999996
16/02/15,Quarter3,sweing,Monday,9,0.6,18.79,2103,5400,0,0,0,1,54,0.329964879,436.206897
16/02/15,Quarter3,finishing,Monday,7,0.7,4.15,,1800,0,0,0,0,15,0.258,447.6144578
17/02/15,Quarter3,sweing,Tuesday,1,0.8,22.52,1445,6840,113,0,0,0,57,1.000230409,1215.2
17/02/15,Quarter3,finishing,Tuesday,10,0.8,3.94,,960,0,0,0,0,8,0.927541667,904.0000003
17/02/15,Quarter3,finishing,Tuesday,7,0.7,5.13,,1200,0,0,0,0,10,0.91375,854.9707602
17/02/15,Quarter3,finishing,Tuesday,12,0.8,5.13,,1080,0,0,0,0,9,0.9025,760
17/02/15,Quarter3,sweing,Tuesday,12,0.8,15.26,1133,4080,38,0,0,0,34,0.800401961,856.0000002
17/02/15,Quarter3,finishing,Tuesday,3,0.5,5.13,,1800,0,0,0,0,15,0.7866,1104
17/02/15,Quarter3,sweing,Tuesday,6,0.75,18.79,726,3360,0,0,0,0,33,0.750621354,608.8062499
17/02/15,Quarter3,sweing,Tuesday,4,0.75,30.1,849,7020,45,0,0,1,58,0.750356125,695.5128202
17/02/15,Quarter3,finishing,Tuesday,6,0.8,2.9,,960,0,0,0,0,8,0.749166667,992.0000004
17/02/15,Quarter3,sweing,Tuesday,7,0.7,30.1,562,840,30,0,0,1,59,0.700888203,514.1399177
17/02/15,Quarter3,sweing,Tuesday,11,0.7,11.41,1054,3420,30,0,0,2,56,0.700614035,1447.894737
17/02/15,Quarter3,sweing,Tuesday,3,0.7,30.1,1422,6960,50,0,0,1,58,0.700603448,647.9999997
17/02/15,Quarter3,finishing,Tuesday,4,0.75,5.13,,960,0,0,0,0,8,0.656666667,491.5399613
17/02/15,Quarter3,sweing,Tuesday,5,0.8,30.1,680,7140,0,0,0,0,59,0.653431373,616.0924374
17/02/15,Quarter3,sweing,Tuesday,9,0.65,18.79,2120,5520,0,0,0,1,51,0.650134,826.248
17/02/15,Quarter3,sweing,Tuesday,8,0.6,29.4,179,0,23,5,30,2,58,0.600982906,426.8205128
17/02/15,Quarter3,finishing,Tuesday,9,0.8,3.94,,960,0,0,0,0,8,0.586041667,571.167513
17/02/15,Quarter3,finishing,Tuesday,2,0.8,5.13,,1800,0,0,0,0,15,0.5814,816
17/02/15,Quarter3,sweing,Tuesday,2,0.5,30.33,838,6720,0,0,0,1,56,0.361071429,320.0000004
17/02/15,Quarter3,sweing,Tuesday,10,0.65,18.22,741,0,0,8,35,1,49,0.302117347,292.5000001
18/02/15,Quarter3,finishing,Wednesday,12,0.8,5.13,,1200,0,0,0,0,10,0.9918,928
18/02/15,Quarter3,finishing,Wednesday,6,0.8,2.9,,1440,0,0,0,0,12,0.936861111,1860.8
18/02/15,Quarter3,finishing,Wednesday,2,0.8,5.13,,1440,0,0,0,0,12,0.919125,1032
18/02/15,Quarter3,sweing,Wednesday,11,0.7,11.41,685,3360,30,0,0,2,56,0.8211125,1692.6
18/02/15,Quarter3,sweing,Wednesday,4,0.8,30.1,864,480,50,0,0,1,58,0.800980392,568.4033612
18/02/15,Quarter3,sweing,Wednesday,5,0.8,30.1,511,0,0,0,0,0,59,0.800980392,565.2100839
18/02/15,Quarter3,sweing,Wednesday,12,0.8,15.26,1095,4080,63,0,0,0,34,0.800401961,856.0000002
18/02/15,Quarter3,sweing,Wednesday,1,0.8,22.52,1374,3960,63,0,0,0,57,0.800279693,869.931034
18/02/15,Quarter3,sweing,Wednesday,6,0.75,18.79,759,3960,34,0,0,0,33,0.75065101,632.7999999
18/02/15,Quarter3,sweing,Wednesday,7,0.75,30.1,553,2280,45,0,0,1,59,0.75053268,586.4627453
18/02/15,Quarter3,finishing,Wednesday,4,0.75,5.13,,960,0,0,0,0,8,0.734645833,549.9103311
18/02/15,Quarter3,sweing,Wednesday,3,0.7,30.1,1057,0,40,0,0,1,58,0.700603448,485.9999998
18/02/15,Quarter3,sweing,Wednesday,9,0.7,18.79,1587,4560,30,0,0,1,51,0.70009573,853.9752066
18/02/15,Quarter3,finishing,Wednesday,7,0.7,5.13,,960,0,0,0,0,8,0.671875,502.9239766
18/02/15,Quarter3,finishing,Wednesday,10,0.8,3.94,,960,0,0,0,0,8,0.64025,624
18/02/15,Quarter3,finishing,Wednesday,8,0.7,5.13,,960,0,0,0,0,8,0.58,434.1520468
18/02/15,Quarter3,finishing,Wednesday,9,0.8,3.94,,960,0,0,0,0,8,0.549791667,535.8375638
18/02/15,Quarter3,sweing,Wednesday,2,0.6,30.33,868,6840,0,0,0,1,57,0.328131579,296
18/02/15,Quarter3,sweing,Wednesday,10,0.7,19.68,1119,5640,0,8,35,1,47,0.303574468,347.9999999
18/02/15,Quarter3,finishing,Wednesday,3,0.5,5.13,,960,0,0,0,0,8,0.2565,192
18/02/15,Quarter3,sweing,Wednesday,8,0.65,29.4,962,4560,0,4.5,30,2,57,0.251399254,214.4589555
19/02/15,Quarter3,finishing,Thursday,3,0.5,5.13,,2880,0,0,0,0,12,0.81640625,1145.833333
19/02/15,Quarter3,sweing,Thursday,12,0.8,15.26,1126,1080,38,0,0,0,34,0.800711494,698.9172412
19/02/15,Quarter3,sweing,Thursday,1,0.8,22.52,265,3840,63,0,0,0,57,0.800470513,865.8730771
19/02/15,Quarter3,sweing,Thursday,4,0.8,30.1,859,7020,63,0,0,1,58.5,0.800094017,746.3999999
19/02/15,Quarter3,sweing,Thursday,5,0.8,30.1,276,600,63,3.5,15,0,59.5,0.799982853,585.2366254
19/02/15,Quarter3,finishing,Thursday,6,0.8,2.9,,4320,0,0,0,0,18,0.785864198,2926.666668
19/02/15,Quarter3,sweing,Thursday,6,0.75,18.79,899,3960,56,0,0,0,33,0.75065101,632.7999999
19/02/15,Quarter3,finishing,Thursday,10,0.8,3.94,,2400,0,0,0,0,10,0.733277778,1116.666667
19/02/15,Quarter3,finishing,Thursday,2,0.8,5.13,,3600,0,0,0,0,15,0.710125,1245.833333
19/02/15,Quarter3,sweing,Thursday,3,0.7,30.1,247,6960,50,0,0,1,58,0.700603448,647.9999997
19/02/15,Quarter3,sweing,Thursday,11,0.7,11.41,653,3480,30,0,0,2,58,0.700540441,1495.632353
19/02/15,Quarter3,sweing,Thursday,8,0.7,29.4,1116,6240,0,0,0,2,57,0.7,637.1428571
19/02/15,Quarter3,finishing,Thursday,4,0.75,5.13,,1920,0,0,0,0,8,0.684027778,640.0259911
19/02/15,Quarter3,finishing,Thursday,8,0.7,5.13,,1920,0,0,0,0,8,0.672135417,628.8986358
19/02/15,Quarter3,sweing,Thursday,9,0.7,18.79,1603,6120,30,0,0,1,51,0.638614379,831.9999999
19/02/15,Quarter3,finishing,Thursday,5,0.75,5.13,,1920,0,0,0,0,8,0.631354167,590.7407411
19/02/15,Quarter3,sweing,Thursday,7,0.75,30.1,444,0,0,5,20,1,59,0.611140537,431.2500002
19/02/15,Quarter3,finishing,Thursday,12,0.8,5.13,,2160,0,0,0,0,9,0.609583333,641.6666663
19/02/15,Quarter3,sweing,Thursday,2,0.65,30.33,841,6840,0,0,0,1,57,0.585315789,527.9999996
19/02/15,Quarter3,sweing,Thursday,10,0.7,19.68,1410,5760,0,0,0,1,48,0.249416667,292.0000004
22/02/15,Quarter4,finishing,Sunday,3,0.5,5.13,,1800,0,0,0,0,15,0.8721,1224
22/02/15,Quarter4,finishing,Sunday,6,0.8,2.9,,960,0,0,0,0,8,0.8319375,1101.6
22/02/15,Quarter4,finishing,Sunday,2,0.8,5.13,,4800,0,0,0,0,20,0.8300625,1941.666667
22/02/15,Quarter4,finishing,Sunday,11,0.6,2.9,,2880,0,0,0,0,12,0.805555556,2000.000001
22/02/15,Quarter4,sweing,Sunday,12,0.8,15.26,1103,4080,63,0,0,0,34,0.800401961,856.0000002
22/02/15,Quarter4,sweing,Sunday,4,0.8,30.1,922,5820,63,0,0,1,59,0.80000295,719.2053099
22/02/15,Quarter4,finishing,Sunday,12,0.8,5.13,,2400,0,0,0,0,10,0.78375,916.6666667
22/02/15,Quarter4,finishing,Sunday,9,0.8,3.94,,2400,0,0,0,0,10,0.753525,1147.5
22/02/15,Quarter4,sweing,Sunday,6,0.75,18.79,1055,3960,45,0,0,0,33,0.75065101,632.7999999
22/02/15,Quarter4,finishing,Sunday,1,0.8,3.94,,2880,0,0,0,0,12,0.727349537,1329.166667
22/02/15,Quarter4,sweing,Sunday,8,0.7,29.4,1146,6840,40,0,0,2,57,0.700614035,651.9999999
22/02/15,Quarter4,sweing,Sunday,2,0.7,30.33,746,6840,0,0,0,1,57,0.700605263,631.9999999
22/02/15,Quarter4,sweing,Sunday,11,0.75,11.41,834,3480,0,0,0,2,58,0.672140805,1435.000001
22/02/15,Quarter4,sweing,Sunday,9,0.7,18.79,1717,3240,30,0,0,1,57,0.627011183,792.8571425
22/02/15,Quarter4,sweing,Sunday,3,0.7,30.1,1041,8160,33,0,0,2,58,0.626577778,604.5122483
22/02/15,Quarter4,sweing,Sunday,10,0.7,21.25,1531,6000,0,0,0,1,50,0.456875,516
22/02/15,Quarter4,sweing,Sunday,7,0.75,30.1,627,6960,0,3.5,20,1,58,0.393548851,364.0000004
22/02/15,Quarter4,finishing,Sunday,10,0.8,3.94,,960,0,0,0,0,8,0.385791667,376.0000003
22/02/15,Quarter4,sweing,Sunday,5,0.8,30.1,450,5700,0,4.5,25,0,60,0.307501459,278.8966721
22/02/15,Quarter4,finishing,Sunday,7,0.7,5.13,,960,0,0,0,0,8,0.283958333,212.553606
23/02/15,Quarter4,finishing,Monday,10,0.8,3.94,,2400,0,0,0,0,20,0.955791667,2328.832488
23/02/15,Quarter4,finishing,Monday,8,0.7,5.13,,960,0,0,0,0,8,0.930416667,696.452242
23/02/15,Quarter4,finishing,Monday,12,0.8,5.13,,1080,0,0,0,0,9,0.9025,760
23/02/15,Quarter4,finishing,Monday,3,0.8,5.13,,2160,0,0,0,0,18,0.87115,1467.2
23/02/15,Quarter4,sweing,Monday,12,0.8,15.26,1060,4080,63,0,0,0,34,0.800401961,856.0000002
23/02/15,Quarter4,sweing,Monday,4,0.8,30.1,891,7140,38,0,0,1,59,0.800137255,754.4151261
23/02/15,Quarter4,sweing,Monday,5,0.8,30.1,541,7140,38,0,0,0,59,0.800137255,754.4151261
23/02/15,Quarter4,sweing,Monday,7,0.75,30.1,709,6960,45,0,0,1,58,0.750770115,694.4000001
23/02/15,Quarter4,sweing,Monday,6,0.75,18.79,1100,3960,45,0,0,0,33,0.75065101,632.7999999
23/02/15,Quarter4,sweing,Monday,11,0.75,11.41,826,2820,0,0,0,2,58,0.750293939,1558.454545
23/02/15,Quarter4,sweing,Monday,2,0.7,30.33,577,2160,30,0,0,1,58,0.700623,532.224
23/02/15,Quarter4,sweing,Monday,8,0.7,29.4,1094,6840,40,0,0,2,57,0.700614035,651.9999999
23/02/15,Quarter4,sweing,Monday,3,0.7,29.4,1228,6960,30,0,0,2,58,0.700362069,663.2
23/02/15,Quarter4,sweing,Monday,9,0.7,18.79,1641,6000,40,0,0,1,50,0.60128,768
23/02/15,Quarter4,sweing,Monday,10,0.7,21.25,1583,6000,0,0,0,1,50,0.417916667,472.0000004
23/02/15,Quarter4,finishing,Monday,6,0.8,2.9,,960,0,0,0,0,8,0.3715625,492
23/02/15,Quarter4,finishing,Monday,9,0.8,2.9,,960,0,0,0,0,8,0.3715625,492
23/02/15,Quarter4,finishing,Monday,2,0.8,5.13,,960,0,0,0,0,8,0.36871875,276
23/02/15,Quarter4,finishing,Monday,7,0.7,5.13,,960,0,0,0,0,8,0.356458333,266.8226118
24/02/15,Quarter4,finishing,Tuesday,10,0.7,2.9,,1800,0,0,0,0,15,0.902222222,2239.999999
24/02/15,Quarter4,finishing,Tuesday,3,0.8,4.6,,1440,0,0,0,0,12,0.811388889,1016
24/02/15,Quarter4,sweing,Tuesday,12,0.8,15.26,1062,4080,50,0,0,0,34,0.800401961,856.0000002
24/02/15,Quarter4,sweing,Tuesday,5,0.8,30.1,450,7140,50,0,0,0,60,0.800137255,763.984874
24/02/15,Quarter4,sweing,Tuesday,4,0.8,30.1,901,6480,50,0,0,1,59,0.800071839,736.8103448
24/02/15,Quarter4,finishing,Tuesday,8,0.7,4.6,,960,0,0,0,0,8,0.791458333,660.6956519
24/02/15,Quarter4,sweing,Tuesday,7,0.75,30.1,739,5640,45,0,0,1,59,0.750727326,670.4169609
24/02/15,Quarter4,sweing,Tuesday,6,0.75,18.79,913,3360,45,0,0,0,33,0.75065101,608.8303029
24/02/15,Quarter4,sweing,Tuesday,11,0.75,11.61,698,3360,34,0,0,2,57,0.750437269,1543.535055
24/02/15,Quarter4,sweing,Tuesday,3,0.75,29.4,1172,5340,45,0,0,2,60,0.750176991,687.4070795
24/02/15,Quarter4,finishing,Tuesday,6,0.75,2.9,,1800,0,0,0,0,15,0.726933333,1804.799999
24/02/15,Quarter4,finishing,Tuesday,9,0.7,2.9,,1800,0,0,0,0,15,0.726933333,1804.799999
24/02/15,Quarter4,sweing,Tuesday,2,0.7,30.33,408,1680,30,0,0,1,59,0.700623,529.452
24/02/15,Quarter4,sweing,Tuesday,8,0.7,29.4,1079,4560,40,0,0,2,58,0.700518519,606.1629634
24/02/15,Quarter4,sweing,Tuesday,9,0.7,18.79,1068,3000,30,0,0,1,52,0.700256795,809.4506433
24/02/15,Quarter4,finishing,Tuesday,11,0.7,2.9,,960,0,0,0,0,8,0.5046875,668.2758621
24/02/15,Quarter4,sweing,Tuesday,10,0.7,21.25,1834,6360,0,0,0,1,53,0.471108491,564.0000005
24/02/15,Quarter4,finishing,Tuesday,2,0.7,3.9,,960,0,0,0,0,8,0.325,320
24/02/15,Quarter4,sweing,Tuesday,1,0.6,22.53,708,5040,0,0,0,1,42,0.268214286,240.0000003
25/02/15,Quarter4,sweing,Wednesday,9,0.75,18.79,1085,6240,56,0,0,1,52,0.970816667,1289.6
25/02/15,Quarter4,finishing,Wednesday,5,0.8,4.6,,1080,0,0,0,0,9,0.902962963,848
25/02/15,Quarter4,finishing,Wednesday,3,0.8,4.6,,2400,0,0,0,0,20,0.900833333,1879.999999
25/02/15,Quarter4,finishing,Wednesday,12,0.8,4.6,,1800,0,0,0,0,15,0.899555556,1408.000001
25/02/15,Quarter4,finishing,Wednesday,10,0.7,2.9,,1200,0,0,0,0,10,0.845833333,1399.999999
25/02/15,Quarter4,sweing,Wednesday,4,0.8,30.1,323,4080,50,0,0,1,59,0.800808642,673.6370371
25/02/15,Quarter4,sweing,Wednesday,12,0.8,15.26,1053,4080,50,0,0,0,34,0.800401961,856.0000002
25/02/15,Quarter4,sweing,Wednesday,7,0.8,30.1,786,7080,50,0,0,2,59,0.800115819,752.7999998
25/02/15,Quarter4,sweing,Wednesday,6,0.75,18.79,1003,3960,45,0,0,1,33,0.75065101,632.7999999
25/02/15,Quarter4,sweing,Wednesday,11,0.75,11.61,635,3360,45,0,0,0,57,0.750503571,1543.671428
25/02/15,Quarter4,sweing,Wednesday,3,0.75,29.4,1283,6960,45,0,0,2,58,0.750206897,710.4000004
25/02/15,Quarter4,sweing,Wednesday,8,0.7,29.4,847,6960,30,0,0,1,58,0.700362069,663.2
25/02/15,Quarter4,sweing,Wednesday,2,0.7,30.33,361,3960,30,0,0,1,58,0.700069811,573.3509431
25/02/15,Quarter4,sweing,Wednesday,10,0.7,21.82,1653,6240,0,0,0,2,52,0.700058333,800.7999996
25/02/15,Quarter4,finishing,Wednesday,7,0.75,4.6,,960,0,0,0,0,8,0.676666667,564.8695655
25/02/15,Quarter4,finishing,Wednesday,8,0.7,4.6,,960,0,0,0,0,8,0.658541667,549.7391307
25/02/15,Quarter4,sweing,Wednesday,5,0.8,30.1,15,1200,49,0,0,1,59,0.598792339,446.4086408
25/02/15,Quarter4,sweing,Wednesday,1,0.65,22.53,762,5040,0,0,0,1,42,0.581130952,519.9999997
25/02/15,Quarter4,finishing,Wednesday,2,0.7,3.9,,960,0,0,0,0,8,0.440375,433.6
25/02/15,Quarter4,finishing,Wednesday,6,0.75,2.9,,960,0,0,0,0,8,0.410833333,543.9999996
25/02/15,Quarter4,finishing,Wednesday,9,0.7,2.9,,960,0,0,0,0,8,0.410833333,543.9999996
26/02/15,Quarter4,finishing,Thursday,3,0.8,4.6,,6300,0,0,0,0,15,0.921703704,2344.333334
26/02/15,Quarter4,finishing,Thursday,5,0.8,4.6,,7560,0,0,0,0,18,0.921604938,2812.89855
26/02/15,Quarter4,sweing,Thursday,7,0.8,30.1,694,4080,50,0,0,1,59,0.800808642,673.6370371
26/02/15,Quarter4,sweing,Thursday,11,0.8,11.61,816,2820,50,0,0,2,57,0.800516667,1609.307408
26/02/15,Quarter4,sweing,Thursday,12,0.8,15.26,1065,4080,63,0,0,0,34,0.800401961,856.0000002
26/02/15,Quarter4,finishing,Thursday,1,0.5,3.94,,3360,0,0,0,0,8,0.768847222,1217.666666
26/02/15,Quarter4,sweing,Thursday,6,0.75,18.79,912,3960,45,0,0,0,33,0.75065101,632.7999999
26/02/15,Quarter4,sweing,Thursday,3,0.75,29.4,1244,6840,45,0,0,2,57,0.750473684,698.3999998
26/02/15,Quarter4,sweing,Thursday,9,0.75,18.79,1020,5640,45,0,0,1,52,0.750371895,972.8078426
26/02/15,Quarter4,sweing,Thursday,8,0.75,29.4,916,6960,56,0,0,2,58,0.750206897,710.4000004
26/02/15,Quarter4,sweing,Thursday,10,0.7,21.82,1591,3240,0,0,0,1,52,0.700251773,704.7446808
26/02/15,Quarter4,sweing,Thursday,2,0.7,30.33,398,6960,0,0,0,1,58,0.66237931,607.9999997
26/02/15,Quarter4,finishing,Thursday,12,0.8,4.6,,3780,0,0,0,0,9,0.590617284,901.3333334
26/02/15,Quarter4,finishing,Thursday,2,0.7,3.9,,960,0,0,0,0,8,0.5565625,548
26/02/15,Quarter4,sweing,Thursday,4,0.8,30.1,437,7080,32,0,0,2,59,0.495617514,466.3085713
